rid,org_id,sex,age,tenure_yr,TI_TOT,WE_TOT,LS_TOT,CM_TOT,q_open,answer,dominant_topic_true
R0243,ORG23,1,21,8.6,3.0,2.667,2.4,2.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 임금 인센티브 관련해서 만족스러운 편입니다. 스터디 온라인 콘텐츠 학습 부분에서 개선이 필요합니다.",보상·처우
R0244,ORG23,2,35,0.6,2.0,4.25,3.6,3.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,교육·학습
R0245,ORG23,1,34,5.6,3.0,4.75,3.8,4.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 관계 존중 부분에서 개선이 필요합니다. 평가 승급 만족 복지 관련해서 만족스러운 편입니다.",리더십·관계
R0246,ORG24,1,31,1.6,3.667,2.75,2.6,4.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 미래 경력경로 장기적에 더 신경 써 주면 좋겠습니다. 회사가 승급 보상 처우에 더 신경 써 주면 좋겠습니다.,경력·성장
R0247,ORG24,2,28,0.9,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,야근 번아웃 휴식 때문에 고민이 많습니다.,업무량·소진
R0248,ORG24,1,22,6.2,2.667,3.917,3.8,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,보상·처우
R0249,ORG24,1,34,1.8,2.333,3.727,4.2,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 팀장 협업 분위기 부분에서 개선이 필요합니다. 자격증 교육비 스터디 측면은 잘 되어 있다고 봅니다. 미래 성장 경력 자기계발 때문에 고민이 많습니다.",리더십·관계
R0250,ORG24,1,33,1.9,3.667,3.25,4.4,2.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 커리어 비전 자기계발이(가) 가장 큰 문제라고 생각합니다. 콘텐츠 스터디 관련해서 만족스러운 편입니다.",경력·성장
R0251,ORG24,2,36,1.8,4.0,4.5,2.6,4.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,비전 경력경로 커리어 직무전환 부분에서 개선이 필요합니다. 평가 연봉이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0252,ORG24,1,28,2.9,2.333,3.667,1.8,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 회사가 일정 피로 번아웃 업무량에 더 신경 써 주면 좋겠습니다. 장기적 전문성 부분에서 개선이 필요합니다.",업무량·소진
R0253,ORG24,2,34,0.6,1.667,3.667,4.2,3.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,학습시간 교육비 부분에서 개선이 필요합니다. 임금 처우 연봉 측면은 잘 되어 있다고 봅니다.,교육·학습
R0254,ORG25,1,37,10.5,3.0,3.333,3.4,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,성장 전문성 문제가 반복되고 있습니다. 자격증 교육비 강의에 대한 지원이 부족합니다. 부담 인력부족 워라밸 측면은 잘 되어 있다고 봅니다.,경력·성장
R0255,ORG25,1,33,2.0,3.333,3.833,1.6,3.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 처우 수당 인센티브 문제가 반복되고 있습니다.",보상·처우
R0256,ORG25,1,31,2.1,3.0,3.333,2.8,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,성장 자기계발 직무전환 측면은 잘 되어 있다고 봅니다. 분위기 팀장 신뢰 코칭에 대한 지원이 부족합니다.,경력·성장
R0257,ORG25,2,23,4.9,2.667,3.417,3.2,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,보상·처우
R0258,ORG25,1,31,4.1,4.667,4.167,3.6,3.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,교육·학습
R0259,ORG25,1,22,6.1,3.0,3.667,3.2,4.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,장기적 역량개발 전문성 비전이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0260,ORG25,1,39,1.7,3.333,3.167,2.2,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,온라인 강의 과정 학습 측면은 잘 되어 있다고 봅니다. 업무량 일정 번아웃 워라밸 부분에서 개선이 필요합니다.,교육·학습
R0261,ORG25,1,35,2.4,3.0,3.083,2.0,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 회사가 관계 분위기에 더 신경 써 주면 좋겠습니다. 회사가 교육비 학습시간 연수 강의에 더 신경 써 주면 좋겠습니다.",리더십·관계
R0262,ORG25,1,31,9.5,3.333,1.833,1.2,2.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 경력 경력경로 미래 문제가 반복되고 있습니다. 회사가 워라밸 여유 번아웃 야근에 더 신경 써 주면 좋겠습니다.",경력·성장
R0263,ORG26,2,30,8.5,3.333,3.667,3.8,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,팀장 코칭 관련해서 만족스러운 편입니다. 승급 평가 만족이(가) 가장 큰 문제라고 생각합니다.,리더십·관계
R0264,ORG26,2,29,2.5,3.0,4.583,3.4,3.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 경력경로 승진 관련해서 만족스러운 편입니다. 연수 학습시간에 대한 지원이 부족합니다.",경력·성장
R0265,ORG26,1,30,0.4,3.667,2.667,2.6,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,연수 학습시간이(가) 가장 큰 문제라고 생각합니다.,교육·학습
R0266,ORG26,2,31,0.1,2.0,3.917,3.2,4.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,콘텐츠 과정에 대한 지원이 부족합니다. 자기계발 경력 직무전환 측면은 잘 되어 있다고 봅니다.,교육·학습
R0267,ORG26,1,27,0.5,3.0,2.25,2.6,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,업무량·소진
R0268,ORG26,2,30,1.8,3.0,3.25,4.4,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 자기계발 장기적 직무전환 부분에서 개선이 필요합니다.",경력·성장
R0269,ORG26,1,30,3.9,3.333,2.455,3.0,2.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 연수 스터디에 더 신경 써 주면 좋겠습니다. 공정 인센티브 연봉 복지 관련해서 만족스러운 편입니다.,교육·학습
R0270,ORG26,1,29,6.8,1.667,4.417,4.6,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,장기적 커리어 승진 비전 문제가 반복되고 있습니다.,경력·성장
R0272,ORG27,1,34,1.7,4.0,3.0,2.5,3.267,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,처우 인센티브 연봉이(가) 가장 큰 문제라고 생각합니다.,보상·처우
R0273,ORG27,1,36,5.0,3.0,3.25,2.4,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 회사가 복지 임금 형평성에 더 신경 써 주면 좋겠습니다.",보상·처우
R0274,ORG27,2,28,10.5,2.667,3.083,1.6,2.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 강의 과정 때문에 고민이 많습니다.",교육·학습
R0275,ORG27,2,38,1.6,3.333,3.583,2.6,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 장기적 커리어에 대한 지원이 부족합니다. 회사가 존중 동료에 더 신경 써 주면 좋겠습니다.",경력·성장
R0276,ORG27,1,24,4.3,3.667,2.667,3.2,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,승급 만족 평가이(가) 가장 큰 문제라고 생각합니다. 승진 커리어 경력경로 경력 관련해서 만족스러운 편입니다.,보상·처우
R0277,ORG27,2,28,3.3,3.333,3.583,1.8,4.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,비전 경력 미래에 대한 지원이 부족합니다.,경력·성장
R0278,ORG27,1,39,3.4,3.0,3.667,2.6,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,부담 워라밸 문제가 반복되고 있습니다. 콘텐츠 실습 교육비 때문에 고민이 많습니다. 연봉 복지 임금 관련해서 만족스러운 편입니다.,업무량·소진
R0279,ORG27,1,31,11.1,4.667,2.417,3.4,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,인센티브 수당 연봉 부분에서 개선이 필요합니다. 휴식 일정 업무량 문제가 반복되고 있습니다.,보상·처우
R0280,ORG27,2,30,1.9,3.333,3.083,3.6,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,번아웃 휴식 과중 때문에 고민이 많습니다.,업무량·소진
R0281,ORG27,2,32,5.6,4.333,2.833,2.8,3.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,과정 강의 콘텐츠 교육이(가) 가장 큰 문제라고 생각합니다.,교육·학습
R0282,ORG27,2,29,4.4,2.667,3.917,4.4,3.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 분위기 피드백 관계 소통에 대한 지원이 부족합니다. 번아웃 피로 스트레스 측면은 잘 되어 있다고 봅니다. 형평성 처우 부분에서 개선이 필요합니다.",리더십·관계
R0283,ORG28,1,32,4.8,3.0,4.25,3.8,4.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 코칭 협업에 더 신경 써 주면 좋겠습니다. 미래 승진 직무전환 관련해서 만족스러운 편입니다.,리더십·관계
R0284,ORG28,2,32,0.9,2.0,3.167,4.2,4.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,교육·학습
R0285,ORG28,1,31,3.3,2.333,3.083,4.0,3.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 승급 처우 평가 인센티브 때문에 고민이 많습니다. 신뢰 팀장 측면은 잘 되어 있다고 봅니다.",보상·처우
R0286,ORG28,1,24,1.8,4.667,1.917,3.0,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,자기계발 경력 장기적 경력경로에 대한 지원이 부족합니다.,경력·성장
R0287,ORG28,1,28,2.8,4.0,2.167,4.2,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피드백 협업이(가) 가장 큰 문제라고 생각합니다. 야근 일정 피로 번아웃에 대한 지원이 부족합니다. 형평성 임금 평가이(가) 가장 큰 문제라고 생각합니다.,리더십·관계
R0288,ORG29,2,32,2.4,2.333,2.417,3.6,1.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,강의 과정 스터디 교육비이(가) 가장 큰 문제라고 생각합니다. 경력 승진 미래에 대한 지원이 부족합니다.,교육·학습
R0289,ORG29,2,26,5.8,4.333,3.167,2.5,3.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,여유 피로 과중 번아웃 측면은 잘 되어 있다고 봅니다. 전문성 비전 장기적 경력에 대한 지원이 부족합니다.,업무량·소진
R0290,ORG29,1,26,0.5,2.0,3.167,2.8,3.533,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,역량개발 장기적 성장이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0291,ORG29,1,27,0.4,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,경력·성장
R0292,ORG29,1,30,1.2,4.0,3.0,2.0,4.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 보상 인센티브 임금 공정 부분에서 개선이 필요합니다.",보상·처우
R0293,ORG29,2,33,1.3,1.333,2.5,3.2,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,연수 과정 강의 온라인 관련해서 만족스러운 편입니다. 회사가 평가 연봉 임금 승급에 더 신경 써 주면 좋겠습니다.,교육·학습
R0294,ORG29,1,32,2.0,3.333,2.917,2.0,3.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 분위기 코칭 관련해서 만족스러운 편입니다. 평가 복지 공정 만족이(가) 가장 큰 문제라고 생각합니다. 실습 교육에 대한 지원이 부족합니다.",리더십·관계
R0295,ORG29,1,35,5.6,3.667,2.833,2.0,2.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 복지 승급에 대한 지원이 부족합니다. 야근 여유이(가) 가장 큰 문제라고 생각합니다. 역량개발 비전 미래 전문성 부분에서 개선이 필요합니다.",보상·처우
R0296,ORG29,2,32,5.5,2.0,2.5,1.0,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 리더 동료 상사 소통 관련해서 만족스러운 편입니다. 자격증 강의 콘텐츠 측면은 잘 되어 있다고 봅니다. 휴식 야근 여유 부담이(가) 가장 큰 문제라고 생각합니다.",리더십·관계
R0297,ORG29,2,27,6.3,3.0,3.417,2.8,3.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,승진 장기적 비전 문제가 반복되고 있습니다.,경력·성장
R0298,ORG29,2,34,7.3,4.333,2.833,2.6,2.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 성장 경력 문제가 반복되고 있습니다. 회사가 연봉 평가 복지 인센티브에 더 신경 써 주면 좋겠습니다.",경력·성장
R0299,ORG29,2,36,2.1,3.333,2.333,2.4,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,커리어 승진 측면은 잘 되어 있다고 봅니다.,경력·성장
R0300,ORG30,1,29,1.7,4.667,3.417,2.2,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 보상 처우 만족 평가 때문에 고민이 많습니다. 워라밸 여유이(가) 가장 큰 문제라고 생각합니다.",보상·처우
R0301,ORG30,2,39,2.5,3.333,3.182,2.4,3.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,자기계발 역량개발 직무전환 전문성 관련해서 만족스러운 편입니다. 회사가 피드백 동료 관계에 더 신경 써 주면 좋겠습니다. 부담 과중 부분에서 개선이 필요합니다.,경력·성장
R0302,ORG30,1,36,3.7,5.0,1.667,2.8,1.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 회사가 인력부족 워라밸 야근에 더 신경 써 주면 좋겠습니다. 수당 처우 승급 문제가 반복되고 있습니다.",업무량·소진
R0303,ORG30,1,33,2.3,3.333,3.417,1.8,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 일정 휴식 과중 워라밸 관련해서 만족스러운 편입니다. 보상 복지 형평성 연봉 측면은 잘 되어 있다고 봅니다. 경력 직무전환에 대한 지원이 부족합니다.",업무량·소진
R0304,ORG30,2,31,4.7,4.0,3.5,3.2,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,온라인 교육 관련해서 만족스러운 편입니다. 회사가 보상 인센티브 형평성 공정에 더 신경 써 주면 좋겠습니다. 워라밸 일정 때문에 고민이 많습니다.,교육·학습
R0305,ORG30,2,32,1.5,4.0,2.083,1.6,2.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 수당 보상에 더 신경 써 주면 좋겠습니다.,보상·처우
R0306,ORG30,2,33,4.9,4.0,2.333,2.2,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 회사가 연봉 복지 만족에 더 신경 써 주면 좋겠습니다. 야근 일정이(가) 가장 큰 문제라고 생각합니다.",보상·처우
R0307,ORG30,2,35,5.9,3.667,3.25,3.0,3.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 커리어 전문성 성장 때문에 고민이 많습니다. 피로 과중 야근 때문에 고민이 많습니다.",경력·성장
R0308,ORG30,2,32,8.7,4.5,3.417,3.2,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 수당 승급 처우 부분에서 개선이 필요합니다. 비전 장기적 측면은 잘 되어 있다고 봅니다.",보상·처우
R0309,ORG31,2,27,1.0,2.667,3.0,2.75,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,업무량 일정 측면은 잘 되어 있다고 봅니다. 보상 만족 연봉 측면은 잘 되어 있다고 봅니다. 성장 경력 직무전환에 대한 지원이 부족합니다.,업무량·소진
R0310,ORG31,1,30,9.5,3.667,3.667,4.2,2.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 회사가 공정 수당 보상 임금에 더 신경 써 주면 좋겠습니다. 교육 학습시간 학습이(가) 가장 큰 문제라고 생각합니다.",보상·처우
R0311,ORG31,2,28,0.3,1.667,4.75,3.8,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 일정 업무량에 더 신경 써 주면 좋겠습니다. 자기계발 비전 문제가 반복되고 있습니다. 관계 동료 팀장 소통 관련해서 만족스러운 편입니다.,업무량·소진
R0312,ORG31,2,20,1.4,3.0,3.333,4.0,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,임금 처우 보상 측면은 잘 되어 있다고 봅니다. 직무전환 미래 경력 승진 문제가 반복되고 있습니다.,보상·처우
R0313,ORG31,2,34,3.4,3.333,3.917,3.0,3.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,역량개발 성장 전문성 장기적에 대한 지원이 부족합니다. 과정 교육비 학습시간이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0314,ORG31,1,29,1.5,4.333,2.182,3.8,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,업무량·소진
R0315,ORG31,2,30,1.4,2.667,3.0,4.2,2.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 회사가 과정 실습 스터디 교육비에 더 신경 써 주면 좋겠습니다. 경력 직무전환 비전 경력경로에 대한 지원이 부족합니다.",교육·학습
R0316,ORG31,1,30,1.5,4.0,2.417,4.0,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 평가 수당 관련해서 만족스러운 편입니다.",보상·처우
R0317,ORG31,2,27,3.0,2.667,3.5,2.6,4.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 회사가 성장 자기계발 커리어에 더 신경 써 주면 좋겠습니다. 상사 관계 피드백 협업에 대한 지원이 부족합니다.",경력·성장
R0318,ORG31,1,29,3.8,1.0,3.0,3.4,2.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 업무량 부담 일정에 더 신경 써 주면 좋겠습니다.,업무량·소진
R0319,ORG32,1,37,0.4,3.667,3.25,3.0,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,직무전환 승진 전문성에 대한 지원이 부족합니다. 야근 번아웃 일정이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0320,ORG32,2,36,9.8,3.333,3.417,3.2,3.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,스트레스 과중 번아웃 워라밸 부분에서 개선이 필요합니다. 콘텐츠 학습 실습 자격증 부분에서 개선이 필요합니다. 미래 역량개발 비전 승진이(가) 가장 큰 문제라고 생각합니다.,업무량·소진
R0321,ORG32,2,22,1.1,3.0,2.833,1.8,2.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 미래 전문성 승진 부분에서 개선이 필요합니다. 번아웃 여유 부담 부분에서 개선이 필요합니다.",경력·성장
R0322,ORG32,1,34,0.6,3.667,3.0,4.4,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피로 번아웃 워라밸 측면은 잘 되어 있다고 봅니다.,업무량·소진
R0323,ORG32,2,25,7.9,4.0,2.833,3.8,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,업무량 인력부족 여유 번아웃에 대한 지원이 부족합니다.,업무량·소진
R0324,ORG32,1,30,2.0,2.667,3.917,2.0,3.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,경력·성장
R0325,ORG32,1,36,2.8,3.667,2.917,3.0,2.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,업무량·소진
R0326,ORG32,1,27,0.4,4.0,4.0,4.0,4.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 평가 형평성 복지 임금 관련해서 만족스러운 편입니다. 회사가 팀장 관계 분위기 협업에 더 신경 써 주면 좋겠습니다. 업무량 야근 문제가 반복되고 있습니다.",보상·처우
R0327,ORG32,2,23,0.2,2.667,2.75,1.8,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 피로 스트레스 야근 일정 문제가 반복되고 있습니다.",업무량·소진
R0329,ORG32,1,22,0.5,3.333,3.167,3.0,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 여유 워라밸 피로 부담 문제가 반복되고 있습니다.",업무량·소진
R0330,ORG32,1,32,3.9,4.0,3.417,3.75,4.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 과중 피로 워라밸이(가) 가장 큰 문제라고 생각합니다. 장기적 전문성 경력경로 미래 때문에 고민이 많습니다. 회사가 교육 자격증 연수 과정에 더 신경 써 주면 좋겠습니다.",업무량·소진
R0331,ORG33,2,38,2.3,3.333,4.333,4.4,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 스터디 자격증 관련해서 만족스러운 편입니다. 복지 평가 형평성 관련해서 만족스러운 편입니다. 협업 상사 관계 관련해서 만족스러운 편입니다.",교육·학습
R0332,ORG33,1,36,5.2,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,야근 업무량 문제가 반복되고 있습니다.,업무량·소진
R0333,ORG33,2,23,2.6,2.667,4.0,3.0,4.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,인센티브 복지 공정 보상 때문에 고민이 많습니다. 회사가 자기계발 장기적 직무전환 비전에 더 신경 써 주면 좋겠습니다.,보상·처우
R0334,ORG33,2,30,2.1,1.333,3.5,2.6,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,교육·학습
R0335,ORG33,2,30,8.3,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 자격증 스터디 실습 부분에서 개선이 필요합니다. 경력경로 커리어 측면은 잘 되어 있다고 봅니다. 존중 리더 문제가 반복되고 있습니다.",교육·학습
R0336,ORG33,2,31,4.4,2.333,3.5,4.2,3.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 일정 야근에 더 신경 써 주면 좋겠습니다. 만족 승급 공정 처우 때문에 고민이 많습니다.,업무량·소진
R0337,ORG33,2,32,2.4,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 업무량 과중에 더 신경 써 주면 좋겠습니다.,업무량·소진
R0338,ORG33,1,34,3.3,3.667,3.917,3.0,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,부담 피로 측면은 잘 되어 있다고 봅니다. 관계 소통 문제가 반복되고 있습니다.,업무량·소진
R0339,ORG33,1,29,0.1,2.667,4.417,4.25,4.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피드백 상사에 대한 지원이 부족합니다. 연수 학습 부분에서 개선이 필요합니다.,리더십·관계
R0340,ORG33,2,42,5.7,4.333,2.667,3.4,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,스트레스 휴식 여유 야근 때문에 고민이 많습니다. 직무전환 승진 성장 경력경로 때문에 고민이 많습니다.,업무량·소진
R0341,ORG33,2,26,0.5,3.667,3.083,5.0,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 콘텐츠 교육비 연수 학습시간 때문에 고민이 많습니다. 수당 공정 임금 보상 부분에서 개선이 필요합니다. 신뢰 리더 코칭 측면은 잘 되어 있다고 봅니다.",교육·학습
R0342,ORG33,1,30,7.4,4.667,2.333,2.2,3.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 형평성 인센티브이(가) 가장 큰 문제라고 생각합니다. 회사가 경력경로 미래에 더 신경 써 주면 좋겠습니다. 휴식 업무량 인력부족 워라밸 때문에 고민이 많습니다.",보상·처우
R0343,ORG33,2,34,9.0,5.0,3.0,2.0,2.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피로 인력부족 관련해서 만족스러운 편입니다.,업무량·소진
R0344,ORG34,2,28,6.5,3.667,3.917,2.6,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 상사 협업 분위기 소통 측면은 잘 되어 있다고 봅니다.",리더십·관계
R0345,ORG34,1,28,3.5,2.667,3.0,3.0,3.467,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피드백 신뢰 리더 상사이(가) 가장 큰 문제라고 생각합니다. 일정 부담 과중 때문에 고민이 많습니다.,리더십·관계
R0347,ORG34,2,25,3.1,1.0,3.333,2.6,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 상사 코칭 부분에서 개선이 필요합니다.",리더십·관계
R0348,ORG34,2,26,5.1,2.0,4.083,2.4,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,상사 신뢰 피드백 부분에서 개선이 필요합니다. 성장 커리어 역량개발 부분에서 개선이 필요합니다. 보상 평가 관련해서 만족스러운 편입니다.,리더십·관계
R0349,ORG34,2,27,1.2,4.333,1.917,3.4,1.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,수당 보상 연봉 평가이(가) 가장 큰 문제라고 생각합니다. 워라밸 부담 번아웃 관련해서 만족스러운 편입니다.,보상·처우
R0350,ORG35,1,41,5.1,2.667,3.833,3.2,3.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,과정 실습 교육 학습에 대한 지원이 부족합니다. 경력 승진이(가) 가장 큰 문제라고 생각합니다.,교육·학습
R0351,ORG35,2,32,1.9,2.667,3.0,4.0,2.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 승진 경력 부분에서 개선이 필요합니다. 학습 교육비 콘텐츠에 대한 지원이 부족합니다.",경력·성장
R0352,ORG35,2,34,0.5,3.667,3.25,3.4,2.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 소통 존중 때문에 고민이 많습니다. 처우 복지 인센티브 측면은 잘 되어 있다고 봅니다.",리더십·관계
